Student-name,student_id,cgpa,coding_skill,communication_skill,aptitude_skill,problem_solving,projects_count,internship_count,internship_company_level,certification_count,certification_company_level,technical_skills,tools_known,placement_probability,placement_status
Student_330,STU100329,6.24,8,3,4,2,0,2,0,2,1,1,6,55.95,1
Student_331,STU100330,6.78,6,6,3,10,6,0,0,1,2,11,12,68.86,1
Student_332,STU100331,8.79,7,3,7,5,1,0,0,2,0,3,11,70.04,1
Student_333,STU100332,5.07,1,10,5,9,0,1,1,4,2,5,6,55.84,1
Student_334,STU100333,5.58,4,4,7,1,0,0,0,7,0,10,7,47.09,0
Student_335,STU100334,5.23,7,4,2,3,4,3,1,7,2,8,1,53.07,1
Student_336,STU100335,5.2,1,3,9,4,1,0,2,4,1,7,3,43.32,0
Student_337,STU100336,9.28,1,10,9,9,3,4,0,0,0,10,4,80.49,1
Student_338,STU100337,8.52,6,6,9,2,2,0,2,1,2,1,9,71.23,1
Student_339,STU100338,7.37,4,5,5,7,6,0,1,7,0,2,8,63.83,1
Student_340,STU100339,5.49,3,9,10,9,4,4,2,8,1,9,4,69.98,1
Student_341,STU100340,7.46,5,9,9,10,0,2,0,6,2,10,10,78.93,1
Student_342,STU100341,7.37,9,3,1,4,2,2,0,8,1,11,14,62.7,1
Student_343,STU100342,5.87,10,9,2,5,1,2,1,8,0,8,7,70.92,1
Student_344,STU100343,7.17,10,3,10,10,0,3,0,5,2,2,9,80.62,1
Student_345,STU100344,6.99,10,4,5,4,0,4,2,5,1,3,10,69.7,1
Student_346,STU100345,8.08,3,1,5,7,1,3,2,6,0,8,10,56.45,1
Student_347,STU100346,8.18,5,5,6,8,3,3,0,0,2,4,8,71.58,1
Student_348,STU100347,5.23,10,9,8,8,4,3,0,8,1,2,12,80.85,1
Student_349,STU100348,6.87,5,2,1,3,1,4,1,0,0,4,12,49.38,0
Student_350,STU100349,8.13,9,4,10,2,2,1,2,7,2,6,5,74.79,1
Student_351,STU100350,7.52,10,10,9,6,2,1,0,1,1,8,14,88.24,1
Student_352,STU100351,9.28,4,2,4,1,0,2,2,6,2,3,9,56.11,1
Student_353,STU100352,8.29,1,8,8,9,6,3,1,4,2,5,14,73.15,1
Student_354,STU100353,5.81,10,9,5,7,5,2,2,7,1,3,5,78.62,1
Student_355,STU100354,5.35,5,3,1,8,4,3,1,6,2,8,14,51.85,1
Student_356,STU100355,8.21,1,9,9,7,3,2,2,7,1,8,11,71.14,1
Student_357,STU100356,5.13,6,6,8,5,3,0,1,1,2,6,3,60.61,1
Student_358,STU100357,7.93,10,6,5,5,5,4,0,8,0,10,6,80.8,1
Student_359,STU100358,9.7,10,7,4,7,2,3,0,5,1,11,12,88.39,1
Student_360,STU100359,7.88,7,5,8,7,3,3,1,5,1,1,3,76.06,1
Student_361,STU100360,6.94,1,6,9,2,6,3,2,5,0,11,2,57.59,1
Student_362,STU100361,8.22,10,1,7,2,2,4,2,0,1,3,14,70.61,1
Student_363,STU100362,7.29,4,3,4,7,4,0,2,6,2,7,7,57.85,1
Student_364,STU100363,7.73,9,9,7,5,5,1,0,1,1,11,3,83.41,1
Student_365,STU100364,9.71,1,5,6,2,0,4,0,1,2,8,5,60.65,1
Student_366,STU100365,6.93,9,5,3,1,6,0,2,4,2,3,9,64.36,1
Student_367,STU100366,9.81,8,8,10,9,2,2,0,5,1,6,4,94.49,1
Student_368,STU100367,9.53,5,2,3,8,4,3,0,0,1,2,9,69.0,1
Student_369,STU100368,5.98,6,7,1,2,5,3,0,0,1,1,12,57.18,1
Student_370,STU100369,5.35,7,9,5,2,2,1,1,0,0,9,6,62.05,1
Student_371,STU100370,5.5,4,7,8,3,1,2,1,6,1,11,3,56.98,1
Student_372,STU100371,5.09,6,5,6,4,2,0,0,0,1,9,11,54.79,1
Student_373,STU100372,5.47,7,6,8,9,4,2,0,8,2,5,12,70.47,1
Student_374,STU100373,8.42,6,4,7,6,3,2,0,2,1,1,1,71.4,1
Student_375,STU100374,5.36,6,7,2,3,2,1,2,1,0,2,8,54.16,1
Student_376,STU100375,6.59,2,1,8,8,0,0,1,5,2,11,10,50.53,1
Student_377,STU100376,9.22,5,4,4,6,4,1,2,1,2,1,4,68.91,1
Student_378,STU100377,5.12,3,3,5,8,3,0,0,4,1,6,6,48.67,0
Student_379,STU100378,9.07,7,4,8,10,4,4,0,4,2,2,2,83.62,1
Student_380,STU100379,6.41,4,1,5,2,2,4,2,8,2,1,13,47.55,0
Student_381,STU100380,5.59,1,2,5,8,1,3,0,3,1,10,12,44.86,0
Student_382,STU100381,8.48,6,9,6,5,1,1,1,7,1,6,4,76.18,1
Student_383,STU100382,8.14,6,7,7,10,6,4,1,6,0,11,8,82.76,1
Student_384,STU100383,9.39,7,6,9,4,0,2,0,6,0,2,2,79.22,1
Student_385,STU100384,8.68,8,2,7,3,5,2,1,0,1,9,6,71.3,1
Student_386,STU100385,9.02,3,1,6,9,5,4,0,5,2,10,2,66.41,1
Student_387,STU100386,6.41,6,2,10,10,6,1,0,5,0,3,8,69.1,1
Student_388,STU100387,5.89,10,7,4,7,0,3,0,7,0,10,14,72.13,1
Student_389,STU100388,8.75,2,2,10,7,3,2,1,5,1,8,3,64.77,1
Student_390,STU100389,9.03,9,3,2,6,1,3,2,7,2,9,9,72.69,1
Student_391,STU100390,9.95,2,8,9,9,2,2,1,5,0,10,6,80.31,1
Student_392,STU100391,7.06,3,7,10,3,6,0,1,7,1,5,3,64.87,1
Student_393,STU100392,6.86,10,9,5,1,4,4,2,4,1,6,11,76.55,1
Student_394,STU100393,8.88,2,4,5,7,6,1,1,8,2,10,2,64.16,1
Student_395,STU100394,6.7,9,7,3,9,4,2,0,3,1,5,14,75.92,1
Student_396,STU100395,9.65,1,1,3,6,1,4,1,5,1,6,8,55.31,1
Student_397,STU100396,9.29,5,2,1,10,6,3,0,1,1,11,4,69.19,1
Student_398,STU100397,7.14,1,7,5,2,1,1,0,2,0,2,8,51.58,1
Student_399,STU100398,8.75,5,2,3,8,4,1,1,3,2,9,7,64.77,1
Student_400,STU100399,8.77,8,6,2,9,3,4,2,2,1,7,12,79.6,1
Student_401,STU100400,5.52,8,10,9,10,4,4,1,6,1,6,2,83.14,1
Student_402,STU100401,9.51,8,9,10,8,0,4,1,8,2,11,7,93.87,1
Student_403,STU100402,7.53,2,5,6,9,6,0,1,5,0,4,4,63.33,1
Student_404,STU100403,9.13,8,10,3,1,2,0,0,2,2,10,6,77.06,1
Student_405,STU100404,6.6,5,7,7,3,6,1,0,8,0,9,8,64.75,1
Student_406,STU100405,9.48,1,1,9,3,1,4,2,0,1,11,9,58.03,1
Student_407,STU100406,6.95,7,8,9,9,5,0,2,4,2,7,13,80.31,1
Student_408,STU100407,5.05,6,9,1,3,6,1,1,4,0,4,14,57.46,1
Student_409,STU100408,9.53,5,5,2,10,1,2,2,1,2,3,12,72.97,1
Student_410,STU100409,5.46,1,6,8,1,3,4,1,4,1,10,4,48.32,0
Student_411,STU100410,6.6,1,8,1,3,0,0,0,0,0,8,3,46.6,0
Student_412,STU100411,9.75,6,4,3,2,6,1,1,0,1,6,14,68.74,1
Student_413,STU100412,9.75,10,2,7,9,4,4,1,3,2,2,2,87.45,1
Student_414,STU100413,7.87,7,10,8,1,0,1,1,5,1,7,14,74.89,1
Student_415,STU100414,8.16,10,8,5,2,0,2,1,1,2,8,4,77.74,1
Student_416,STU100415,7.24,10,2,2,1,3,1,2,4,2,5,14,60.48,1
Student_417,STU100416,6.47,1,5,3,9,3,1,1,4,1,3,2,52.32,1
Student_418,STU100417,6.64,9,6,9,7,5,2,0,2,0,8,3,79.08,1
Student_419,STU100418,8.36,4,5,10,1,4,3,1,3,2,2,1,67.2,1
Student_420,STU100419,8.76,5,6,7,10,5,4,0,1,2,10,13,80.69,1
Student_421,STU100420,8.96,2,6,1,6,4,2,2,6,0,11,7,61.64,1
Student_422,STU100421,8.95,10,3,3,5,2,2,1,2,0,6,6,74.64,1
Student_423,STU100422,5.46,8,3,9,10,0,4,0,5,0,7,1,68.73,1
Student_424,STU100423,7.47,2,9,7,5,4,1,1,8,1,10,13,65.93,1
Student_425,STU100424,5.29,3,3,2,4,3,0,1,6,0,9,9,41.4,0
Student_426,STU100425,7.75,9,3,6,3,2,4,2,3,2,5,6,69.88,1
Student_427,STU100426,7.21,2,2,9,8,5,2,0,1,2,11,5,59.8,1
Student_428,STU100427,9.44,6,7,4,7,2,1,0,6,1,1,1,77.15,1
Student_429,STU100428,6.75,4,10,10,5,3,3,0,7,1,10,10,73.28,1
Student_430,STU100429,5.59,7,10,2,9,4,1,1,2,2,2,5,70.38,1
Student_431,STU100430,5.71,6,4,3,7,3,0,2,6,2,8,2,56.11,1
Student_432,STU100431,8.81,10,1,7,10,4,1,1,0,2,1,7,81.45,1
Student_433,STU100432,8.09,9,6,4,2,3,0,2,7,1,2,11,71.23,1
Student_434,STU100433,5.51,9,5,7,7,3,3,2,6,2,5,6,70.06,1
Student_435,STU100434,5.42,10,2,5,7,1,3,0,5,2,10,4,63.47,1
Student_436,STU100435,8.5,4,6,8,4,4,1,2,2,1,11,11,69.45,1
Student_437,STU100436,5.36,1,1,8,8,0,4,0,3,2,11,3,45.65,0
Student_438,STU100437,9.11,2,3,5,4,1,4,1,7,2,3,13,58.83,1
Student_439,STU100438,8.53,8,4,7,7,1,4,1,0,0,4,5,77.51,1
Student_440,STU100439,5.41,10,3,6,4,1,3,2,1,2,10,3,62.86,1
Student_441,STU100440,5.42,8,6,8,8,1,0,0,0,0,5,9,68.57,1
Student_442,STU100441,9.93,2,4,9,3,0,2,0,3,1,3,12,65.49,1
Student_443,STU100442,6.87,4,1,5,2,1,1,1,5,1,5,6,47.11,0
Student_444,STU100443,6.85,1,5,7,10,5,0,2,4,0,3,10,60.07,1
Student_445,STU100444,9.06,7,5,1,6,0,2,0,5,2,11,2,69.41,1
Student_446,STU100445,9.74,4,9,8,7,5,3,0,1,0,1,7,84.58,1
Student_447,STU100446,9.93,8,8,3,7,0,2,2,4,1,7,8,83.63,1
Student_448,STU100447,8.77,9,8,1,6,5,3,1,0,2,4,9,81.3,1
Student_449,STU100448,6.88,9,5,6,8,1,3,0,5,2,8,4,74.36,1
Student_450,STU100449,5.42,3,8,8,6,2,0,0,3,1,4,1,58.93,1
Student_451,STU100450,8.89,5,10,3,6,0,4,2,8,0,11,8,76.1,1
Student_452,STU100451,7.79,6,7,1,3,1,4,2,2,0,7,10,63.8,1
Student_453,STU100452,7.12,6,1,3,2,6,0,0,2,1,3,1,52.64,1
Student_454,STU100453,9.53,10,7,5,7,6,1,0,8,2,2,5,89.98,1
Student_455,STU100454,5.56,8,8,8,6,3,3,2,3,1,11,2,73.09,1
Student_456,STU100455,7.46,6,3,9,1,3,1,2,6,2,3,8,61.92,1
Student_457,STU100456,5.06,6,9,9,2,4,3,0,1,0,7,5,65.44,1
Student_458,STU100457,7.34,4,8,4,2,6,3,2,0,0,3,6,63.71,1
Student_459,STU100458,5.28,7,2,8,1,0,4,0,0,0,10,14,52.7,1
Student_460,STU100459,5.59,8,6,5,3,6,4,2,5,0,8,7,65.27,1
Student_461,STU100460,5.59,3,4,3,5,0,3,0,3,1,8,14,46.56,0
Student_462,STU100461,8.25,7,3,5,4,5,4,0,1,0,1,4,69.03,1
Student_463,STU100462,8.73,3,6,2,2,3,4,2,6,1,7,5,60.16,1
Student_464,STU100463,7.92,8,10,6,8,0,2,1,7,1,8,9,83.59,1
Student_465,STU100464,9.81,1,9,1,9,6,2,0,6,1,9,6,72.38,1
Student_466,STU100465,6.87,1,2,6,8,0,3,1,8,2,8,8,50.51,1
Student_467,STU100466,6.43,6,10,5,7,3,4,1,0,0,10,4,73.71,1
Student_468,STU100467,9.34,10,10,9,10,1,2,2,5,2,6,11,100.0,1
Student_469,STU100468,6.12,9,10,7,2,5,1,0,7,2,8,14,75.31,1
Student_470,STU100469,9.82,4,5,6,6,3,3,1,8,1,3,4,73.56,1
Student_471,STU100470,5.06,6,6,7,4,2,3,0,7,0,2,14,59.2,1
Student_472,STU100471,9.85,5,4,10,5,6,1,0,5,1,1,8,78.21,1
Student_473,STU100472,5.22,1,7,5,9,6,3,1,7,0,8,11,55.87,1
Student_474,STU100473,9.46,6,2,1,9,3,4,1,7,2,7,3,69.86,1
Student_475,STU100474,7.64,9,7,9,4,5,2,0,0,2,6,14,81.35,1
Student_476,STU100475,9.96,3,2,5,8,3,0,1,7,1,11,12,66.18,1
Student_477,STU100476,5.37,3,1,4,5,5,2,1,6,0,3,11,43.99,0
Student_478,STU100477,7.77,2,5,6,9,6,1,0,7,1,6,13,64.85,1
Student_479,STU100478,9.85,4,2,5,2,1,0,1,7,1,5,14,60.07,1
Student_480,STU100479,7.62,10,8,1,4,3,4,1,5,2,11,5,76.17,1
Student_481,STU100480,8.15,3,8,2,3,3,4,0,8,1,5,12,62.39,1
Student_482,STU100481,8.48,2,1,4,7,1,2,1,2,1,4,3,54.07,1
Student_483,STU100482,7.27,1,4,8,2,6,3,2,0,0,5,1,54.37,1
Student_484,STU100483,8.14,3,9,5,3,3,3,0,8,0,5,12,66.89,1
Student_485,STU100484,7.92,10,5,7,9,1,1,2,1,0,5,3,81.89,1
Student_486,STU100485,9.51,6,10,2,8,2,3,0,2,1,10,6,82.53,1
Student_487,STU100486,5.23,9,6,8,2,1,4,2,3,0,10,11,65.55,1
Student_488,STU100487,6.4,5,3,5,6,0,0,2,7,1,8,6,54.31,1
Student_489,STU100488,9.75,3,5,4,3,0,2,1,8,0,2,7,63.07,1
Student_490,STU100489,9.45,5,1,9,6,5,2,0,2,0,2,3,71.52,1
Student_491,STU100490,7.28,5,8,6,5,1,2,0,1,0,6,9,68.01,1
Student_492,STU100491,8.1,5,6,4,10,3,3,1,1,1,3,13,72.97,1
Student_493,STU100492,6.39,7,2,8,4,4,0,1,8,2,10,10,60.51,1
Student_494,STU100493,5.94,5,4,3,7,6,3,2,7,2,11,14,58.16,1
Student_495,STU100494,7.32,7,4,10,10,6,3,0,1,1,10,9,79.51,1
Student_496,STU100495,6.77,9,9,2,7,4,4,1,7,1,10,2,77.33,1
Student_497,STU100496,7.92,5,9,7,4,2,4,1,3,2,10,14,73.95,1
Student_498,STU100497,5.39,2,5,4,3,2,3,2,5,1,4,8,45.2,0
Student_499,STU100498,9.87,5,3,4,4,4,1,2,4,0,11,13,67.52,1
Student_500,STU100499,9.93,8,1,10,2,4,1,1,4,2,3,11,75.69,1
Student_501,STU100500,8.49,4,6,9,4,1,1,2,6,1,4,2,68.85,1
Student_502,STU100501,7.68,2,8,2,4,4,3,0,7,1,2,2,59.39,1
Student_503,STU100502,6.55,10,1,1,5,0,0,2,4,2,9,6,57.18,1
Student_504,STU100503,9.07,3,1,7,1,2,1,0,3,1,11,8,55.27,1
Student_505,STU100504,8.42,9,7,8,2,6,4,1,1,2,3,1,82.74,1
Student_506,STU100505,5.81,9,7,3,8,5,2,1,4,1,7,13,71.82,1
Student_507,STU100506,9.55,8,2,2,8,6,2,2,7,1,9,8,75.32,1
Student_508,STU100507,9.11,8,3,4,8,2,3,1,0,2,9,8,75.84,1
Student_509,STU100508,9.75,8,2,2,5,6,2,2,5,2,6,4,72.71,1
Student_510,STU100509,8.63,8,6,2,8,0,3,2,1,0,1,6,75.64,1
Student_511,STU100510,8.07,8,8,5,9,2,2,2,1,1,10,2,81.92,1
Student_512,STU100511,7.09,1,8,10,4,4,0,2,7,1,2,1,62.16,1
Student_513,STU100512,9.66,6,1,5,4,2,0,0,5,2,9,11,64.98,1
Student_514,STU100513,9.33,9,9,8,7,0,0,0,5,0,5,13,89.76,1
Student_515,STU100514,5.23,8,8,9,5,2,0,1,5,2,10,7,69.51,1
Student_516,STU100515,5.13,3,9,2,10,5,1,2,8,1,2,7,59.48,1
Student_517,STU100516,6.88,1,9,1,1,5,4,1,2,2,6,3,52.25,1
Student_518,STU100517,9.05,2,6,3,8,5,0,2,1,1,7,3,65.97,1
Student_519,STU100518,9.94,2,3,6,4,6,1,1,4,1,10,12,64.4,1
Student_520,STU100519,5.75,7,1,5,8,5,3,0,5,2,10,10,59.67,1
Student_521,STU100520,7.97,6,8,8,2,4,2,1,8,1,11,12,73.59,1
Student_522,STU100521,6.9,2,10,8,4,5,2,2,8,1,10,1,66.5,1
Student_523,STU100522,9.85,8,3,2,2,5,1,2,1,0,11,12,70.27,1
Student_524,STU100523,9.21,9,7,9,5,1,2,1,8,0,6,1,86.44,1
Student_525,STU100524,9.19,7,10,4,10,5,0,1,8,1,1,2,88.07,1
Student_526,STU100525,7.34,4,6,1,10,4,2,2,5,1,11,10,64.28,1
Student_527,STU100526,7.07,1,3,2,8,5,0,1,0,1,1,12,49.6,0
Student_528,STU100527,6.37,4,6,6,7,2,0,0,7,0,2,3,60.43,1
Student_529,STU100528,5.28,4,3,5,5,5,2,2,7,1,11,4,50.44,1
Student_530,STU100529,9.32,8,9,7,7,3,1,2,7,0,9,8,88.58,1
Student_531,STU100530,9.06,4,1,9,5,2,3,0,7,0,11,5,65.44,1
Student_532,STU100531,10.0,4,8,6,7,6,1,1,4,1,1,2,81.07,1
Student_533,STU100532,9.98,2,5,6,4,5,4,0,1,0,11,7,69.09,1
Student_534,STU100533,7.78,10,4,2,4,5,4,2,8,1,9,8,72.26,1
Student_535,STU100534,8.84,7,1,7,10,2,0,0,5,2,6,13,73.07,1
Student_536,STU100535,9.72,4,9,2,4,0,0,1,2,2,2,13,69.76,1
Student_537,STU100536,9.25,6,9,7,8,3,1,1,0,2,10,13,84.9,1
Student_538,STU100537,6.24,3,5,8,1,0,1,2,4,2,3,3,50.84,1
Student_539,STU100538,7.25,7,9,1,10,5,0,2,3,1,9,6,75.26,1
Student_540,STU100539,5.65,6,10,9,5,0,3,0,3,2,10,10,70.61,1
Student_541,STU100540,9.77,3,9,8,10,4,3,1,8,1,11,8,85.26,1
Student_542,STU100541,8.03,4,7,9,2,1,4,0,5,1,2,10,68.15,1
Student_543,STU100542,6.14,10,8,5,10,2,3,2,7,1,5,6,80.5,1
Student_544,STU100543,8.36,5,1,4,4,3,2,0,8,1,8,10,58.12,1
Student_545,STU100544,8.09,9,4,1,5,2,0,1,0,1,10,6,67.26,1
Student_546,STU100545,6.79,6,10,9,8,0,1,2,6,0,6,8,77.41,1
Student_547,STU100546,5.57,4,10,4,2,6,0,0,6,2,8,14,58.39,1
Student_548,STU100547,8.36,7,4,4,2,1,2,0,8,0,6,12,64.36,1
Student_549,STU100548,7.6,2,9,4,2,0,3,1,0,0,4,1,58.51,1
Student_550,STU100549,8.86,4,3,2,8,2,0,1,1,2,8,2,61.81,1
Student_551,STU100550,7.6,5,10,4,3,4,2,0,5,1,9,11,69.85,1
Student_552,STU100551,9.26,4,10,2,5,2,3,1,3,1,5,3,73.6,1
Student_553,STU100552,7.76,4,1,8,2,0,4,2,4,2,3,7,55.18,1
Student_554,STU100553,7.8,9,5,7,6,3,4,0,4,2,1,1,78.58,1
Student_555,STU100554,9.38,2,7,10,10,6,4,0,0,2,2,4,82.02,1
Student_556,STU100555,7.02,6,4,2,6,3,2,2,0,0,1,3,60.18,1
Student_557,STU100556,5.67,8,9,2,2,3,2,1,6,0,10,8,63.32,1
Student_558,STU100557,5.14,8,6,2,4,6,1,2,2,2,9,7,59.52,1
Student_559,STU100558,8.78,7,6,1,2,3,1,2,4,2,11,1,66.59,1
Student_560,STU100559,8.1,10,3,6,10,3,4,0,7,2,7,11,82.04,1
Student_561,STU100560,8.52,4,10,6,4,5,0,2,4,2,10,9,74.07,1
Student_562,STU100561,6.06,7,10,1,7,1,3,1,8,0,2,11,68.27,1
Student_563,STU100562,5.68,10,5,1,5,1,1,0,3,2,3,4,61.66,1
Student_564,STU100563,5.07,6,10,6,10,4,3,1,6,2,11,7,72.85,1
Student_565,STU100564,6.75,6,6,6,4,3,0,2,7,2,3,12,63.64,1
Student_566,STU100565,7.95,2,4,4,10,0,4,2,6,2,1,6,61.03,1
Student_567,STU100566,6.96,8,3,3,10,0,3,1,3,1,3,3,67.31,1
Student_568,STU100567,7.19,8,5,9,3,2,4,0,7,1,1,14,72.19,1
Student_569,STU100568,9.52,7,7,6,6,3,3,2,3,2,3,6,82.57,1
Student_570,STU100569,6.74,9,6,1,2,6,0,2,7,0,3,7,64.17,1
Student_571,STU100570,7.57,8,2,3,4,6,1,2,7,1,5,11,63.49,1
Student_572,STU100571,8.92,9,1,1,8,0,2,0,3,0,3,5,68.85,1
Student_573,STU100572,6.98,9,5,3,2,5,4,0,4,1,10,10,67.39,1
Student_574,STU100573,8.11,6,5,2,9,4,1,2,4,1,3,4,69.61,1
Student_575,STU100574,9.31,2,6,5,2,0,3,0,4,2,1,11,61.33,1
Student_576,STU100575,9.75,7,3,3,8,5,1,1,2,2,9,6,75.55,1
Student_577,STU100576,5.74,3,1,7,8,5,2,2,1,2,11,10,52.26,1
Student_578,STU100577,9.63,7,4,8,7,4,4,1,0,0,1,8,82.44,1
Student_579,STU100578,7.46,9,4,7,10,3,4,0,2,0,7,7,80.07,1
Student_580,STU100579,6.29,10,10,2,6,2,1,0,8,0,7,3,75.42,1
Student_581,STU100580,7.3,10,2,10,1,2,0,1,6,2,8,2,68.66,1
Student_582,STU100581,9.9,2,8,10,2,1,3,0,1,1,7,10,73.31,1
Student_583,STU100582,7.46,6,6,7,7,3,1,2,7,1,10,12,71.56,1
Student_584,STU100583,6.64,6,3,10,4,0,0,1,7,1,6,5,60.94,1
Student_585,STU100584,8.17,9,1,3,9,6,4,1,6,2,11,9,73.81,1
Student_586,STU100585,6.2,9,3,7,3,2,3,2,5,1,8,11,64.29,1
Student_587,STU100586,5.38,5,8,1,4,5,4,0,1,1,10,10,57.07,1
Student_588,STU100587,5.64,5,4,2,3,4,2,1,3,0,4,5,49.6,0
Student_589,STU100588,5.64,9,3,10,7,5,0,1,0,0,4,10,70.01,1
Student_590,STU100589,5.76,8,4,1,2,4,2,2,6,2,3,11,54.61,1
Student_591,STU100590,5.69,7,4,9,10,0,2,0,1,1,11,1,67.94,1
Student_592,STU100591,8.2,8,2,2,2,0,2,1,5,2,8,12,59.76,1
Student_593,STU100592,5.91,6,4,2,2,3,0,0,8,0,6,9,50.1,1
Student_594,STU100593,6.73,3,9,6,4,0,3,1,4,1,8,12,61.86,1
Student_595,STU100594,9.48,7,4,7,8,0,4,0,4,1,8,2,79.58,1
Student_596,STU100595,7.37,8,1,2,8,0,3,1,3,0,7,13,62.13,1
Student_597,STU100596,8.34,8,1,4,8,6,3,0,0,1,3,12,71.65,1
Student_598,STU100597,5.86,1,1,3,8,2,3,0,3,2,5,2,42.53,0
Student_599,STU100598,5.96,7,5,5,7,3,4,1,8,1,2,6,65.61,1
Student_600,STU100599,5.2,3,6,9,6,6,4,0,8,0,1,11,60.32,1
Student_601,STU100600,5.84,2,6,2,7,6,0,0,6,0,3,3,51.53,1
Student_602,STU100601,6.39,2,6,5,5,0,1,2,3,2,4,5,52.01,1
Student_603,STU100602,5.89,8,9,8,8,6,4,2,8,2,4,5,80.64,1
Student_604,STU100603,5.44,9,1,6,2,0,4,2,4,0,11,11,55.04,1
Student_605,STU100604,5.6,3,10,4,5,5,1,2,1,2,2,3,59.64,1
Student_606,STU100605,7.3,3,6,10,7,5,4,0,8,0,3,12,70.36,1
Student_607,STU100606,6.03,6,8,8,9,6,3,1,5,2,8,8,75.52,1
Student_608,STU100607,6.82,10,8,3,10,4,4,1,4,0,9,13,82.63,1
Student_609,STU100608,7.52,1,3,4,1,2,0,2,7,2,2,3,44.02,0
Student_610,STU100609,8.45,6,5,9,9,0,4,1,1,2,6,6,78.33,1
Student_611,STU100610,5.2,3,10,5,3,2,1,1,4,2,1,12,55.22,1
Student_612,STU100611,9.0,4,4,6,1,3,3,0,7,2,4,10,62.93,1
Student_613,STU100612,8.14,9,1,2,7,3,1,0,3,1,9,13,66.89,1
Student_614,STU100613,5.41,3,9,9,3,5,4,1,8,0,1,5,62.29,1
Student_615,STU100614,9.37,1,5,8,8,1,4,0,6,0,3,11,68.94,1
Student_616,STU100615,9.6,3,2,7,2,6,0,2,6,1,7,11,61.91,1
Student_617,STU100616,5.31,7,2,9,4,6,3,2,8,2,8,11,60.19,1
Student_618,STU100617,6.38,7,7,5,2,4,4,1,2,2,7,7,65.57,1
Student_619,STU100618,9.03,5,4,5,4,1,0,1,2,0,7,6,64.75,1
Student_620,STU100619,8.74,1,1,9,1,2,0,2,6,0,6,11,51.13,1
Student_621,STU100620,5.92,8,5,5,10,4,1,1,1,0,7,9,69.99,1
Student_622,STU100621,6.05,10,2,9,5,5,3,1,2,1,7,11,70.5,1
Student_623,STU100622,6.85,8,7,1,3,0,2,0,5,0,9,2,62.9,1
Student_624,STU100623,7.42,10,9,10,9,5,0,0,8,1,9,11,91.81,1
Student_625,STU100624,8.09,10,1,10,4,5,2,2,3,1,11,11,76.33,1
Student_626,STU100625,6.84,10,2,8,6,4,1,2,4,0,10,10,71.94,1
Student_627,STU100626,7.31,2,6,3,9,4,0,2,5,0,10,6,59.63,1
Student_628,STU100627,8.74,10,8,8,2,3,3,2,2,0,10,12,85.71,1
Student_629,STU100628,5.18,3,7,5,7,1,2,2,1,2,8,10,54.58,1
Student_630,STU100629,6.26,4,9,2,3,3,3,0,3,2,9,13,58.29,1
Student_631,STU100630,8.57,1,2,9,1,3,2,1,5,2,6,10,53.86,1
Student_632,STU100631,9.48,4,9,4,9,1,1,2,3,0,4,5,77.88,1
Student_633,STU100632,7.56,5,4,7,9,3,0,2,7,1,9,9,67.99,1
Student_634,STU100633,7.66,3,3,8,4,4,0,0,8,1,2,2,58.18,1
Student_635,STU100634,5.54,10,7,7,9,2,1,0,7,2,8,12,76.41,1
Student_636,STU100635,7.24,2,5,6,7,0,4,0,6,1,2,8,58.78,1
Student_637,STU100636,7.66,6,5,7,4,6,2,0,1,2,7,7,69.52,1
Student_638,STU100637,6.21,8,2,4,2,0,2,1,1,1,9,1,54.13,1
Student_639,STU100638,6.35,7,6,10,5,6,4,1,4,0,10,3,73.96,1
Student_640,STU100639,6.89,1,6,1,8,6,1,0,3,0,4,4,53.99,1
Student_641,STU100640,5.1,4,4,5,10,3,3,0,3,1,11,8,56.53,1
Student_642,STU100641,6.61,3,5,8,10,1,3,2,3,2,8,2,64.22,1
Student_643,STU100642,6.06,6,7,10,6,4,1,1,6,0,7,8,70.54,1
Student_644,STU100643,6.64,9,8,6,5,3,3,2,2,1,10,2,76.24,1
Student_645,STU100644,5.6,9,6,5,4,4,1,0,1,2,3,12,65.88,1
Student_646,STU100645,9.45,7,5,2,6,4,2,2,4,1,1,3,74.36,1
Student_647,STU100646,7.97,9,3,10,3,6,2,0,5,2,8,8,76.42,1
Student_648,STU100647,8.4,8,7,5,2,6,4,1,7,1,9,11,76.99,1
Student_649,STU100648,8.95,5,8,10,1,5,1,2,2,1,5,9,76.34,1
Student_650,STU100649,7.49,9,3,3,9,6,3,2,3,0,4,12,73.95,1
Student_651,STU100650,5.43,7,5,2,1,0,1,2,3,2,2,5,49.9,0
Student_652,STU100651,7.69,5,2,3,4,2,0,1,3,0,1,4,54.33,1
Student_653,STU100652,7.93,8,10,4,6,2,4,1,6,0,4,3,81.36,1
Student_654,STU100653,8.73,7,10,2,9,1,0,2,3,0,8,14,80.57,1
Student_655,STU100654,7.16,9,4,4,4,2,4,2,6,1,9,3,68.1,1
Student_656,STU100655,5.64,10,4,4,7,3,4,2,3,1,1,9,68.31,1
Student_657,STU100656,6.42,1,8,6,7,0,4,0,7,0,4,4,58.36,1
Student_658,STU100657,6.82,9,3,5,6,0,0,0,4,2,5,2,65.05,1
Student_659,STU100658,8.23,7,5,7,9,4,4,0,1,1,2,13,79.72,1
Student_660,STU100659,7.85,1,5,7,10,3,1,1,8,0,2,12,63.47,1
